"ID","LOSSAPPROVALID","LOSSAPPROVALCOMCODE","VEHSERINAME","IS4S","REPAIRTYPE","COMPNAME","REGISTNO","SUMVERILOSS","DC","VERIFYFINALDATE"
"1750645","C2019360107050002483","36010705","上海通用凯迪拉克XT5","1","2","左后叶子板整形修复(小)","RDFA320190000014571231","100.00","","2019/7/31 16:28:55"
"1750646","C2019340103170001677","34010317","广汽传祺GS4","0","3","右前车轮拆装","RDFA320190000014607347","60.00","","2019/7/27 11:26:37"
"1750647","C2019610106050000932","61010605","奇瑞瑞虎","1","1","左前叶子板(全喷)","RDDG320190000014553748","400.00","","2019/7/20 13:26:12"
"1750648","C2019430100310015372","43010031","远景","0","3","前保险杠拆装(含附件)","RDFA320190000014632674","120.00","","2019/7/31 10:24:29"
"1750649","C2019220115200000111","22010051","长安马自达昂克赛拉","1","1","左后叶子板(全喷)","RDDG320190000014470567","481.95","","2019/7/12 10:52:48"
"1750650","C2019220100510018208","22010051","一汽奥迪A6","1","1","右后门(全喷)","RDDG320190000014446558","960.00","","2019/7/13 17:16:48"
"1750651","C2019140109220007183","14010922","上海通用别克英朗","1","5","喷漆后杠","RDFA320190000014597212","360.00","","2019/7/25 14:23:49"
"1750652","C2019610103090004581","61010309","东风风光580","0","2","右后车门整形修复(中)","RDDC320190000014533142","80.00","","2019/7/16 19:15:04"
"1750653","C2019450109010000123","45010904","江淮皮卡（四方）","0","1","前保险杠(半喷)","RDDG320190000014492294","200.00","","2019/7/24 15:28:34"
"1750654","C2019360124250000209","36012425","庆铃T系列皮卡","0","1","左后叶子板(全喷)","RDFA320190000014599759","200.00","","2019/7/26 9:56:26"
"1750655","C2019620104080001365","62010408","北京现代索纳塔","0","1","行李箱盖(全喷)","RDFA320190000014473220","300.00","","2019/7/8 22:21:23"
"1749678","C2019500101170015188","50010117","奥迪A5","1","1","左前叶子板(全喷)","RDFA320190000014554233","800.00","","2019/7/21 18:06:56"
"1749679","C2019530191130000663","53010038","长安福特福睿斯","1","1","前保险杠(全喷)","RDDC320190000014251637","400.00","","2019/7/23 10:12:59"
"1753772","C2019320102210007623","32010221","上海通用雪佛兰赛欧","0","1","前保险杠(全喷)","RDDC320190000014508272","230.00","","2019/7/14 15:36:56"
"1753773","C2019520101250005449","52010125","天津一汽骏派D60","0","5","右后钢圈修复喷漆","RDFA320190000014452749","300.00","","2019/7/5 16:39:08"
"1753774","C2019430104030001627","43010403","华晨宝马1系","1","2","左前车门整形修复(小)","RDFA320190000014449227","250.00","","2019/7/8 10:21:16"
"1753775","C2019430100610006240","43011030","奇瑞瑞虎","0","3","左前叶子板拆装","RDDC320190000014473650","240.00","","2019/7/15 10:28:38"
"1753776","C2019120100050006155","12010005","一汽奥迪A4","1","2","右后车门整形修复(中)","RDDG320190000014534712","200.00","","2019/7/17 14:19:49"
"1753777","C2019510103020001071","51010802","长安欧诺","0","1","前保险杠(全喷)","RDFA320190000014483814","210.00","","2019/7/11 17:42:16"
"1753778","C2019340116060002303","32010221","长安欧诺","1","2","右前车门整形修复(大)","RDDC320190000014442668","330.00","","2019/7/13 15:38:38"
"1753779","C2019330121000002411","33012100","东南菱致","1","1","前保险杠(全喷)","RDDG320190000014568609","300.00","","2019/7/23 16:16:22"
"1753780","C2019350100430007990","35010043","一汽大众宝来","1","3","左后尾灯拆装","RDFA320190000014626763","50.00","","2019/7/30 11:18:20"
"1753781","C2019520112640000400","52011264","江铃域虎","0","1","左后门(全喷)","RDFA320190000014625091","270.00","","2019/7/31 13:29:13"
"1753782","C2019620102240001465","62010224","北京现代ix35","0","1","左前门(全喷)","RDDG320190000014589345","400.00","","2019/7/25 17:05:46"
"1753783","C2019330137080002516","33013708","广汽丰田雷凌","1","3","前保险杠缓冲器拆装","RDDG320190000014549045","20.00","","2019/7/21 13:17:13"
"1753784","C2019530129200000832","53012920","长安之星","0","1","后保险杠(全喷)","RDDG320190000014400375","220.00","","2019/7/9 15:29:12"
"1753785","C2019610108210000306","61010821","东风风光580","0","1","右倒车镜喷漆","RDFA320190000014610980","50.00","","2019/7/29 13:35:05"
"1753786","C2019310101110020814","31010111","比亚迪秦","0","1","右前门(全喷)","RDFA320190000014484013","350.00","","2019/7/12 15:12:19"
"1753787","C2019330123000002827","33015411","阳光","0","1","后保险杠皮","RDDG320190000014527336","100.00","","2019/7/16 13:50:24"
"1753788","C2019310101110019824","31010111","东风本田思威","1","1","后围板喷漆","RDDC320190000014410704","135.00","","2019/7/3 22:15:49"
"1753789","C2019110100050002885","11011053","北京现代伊兰特","0","1","右后纵梁喷漆","RDFA320190000014508052","140.00","","2019/7/18 15:31:02"
"1753790","C2019320102080000714","32010221","帝豪GL","1","1","左前门(全喷)","RDDG320190000014541366","470.25","","2019/7/19 9:46:59"
"1753791","C2019610100420000981","61010042","北京现代领动","1","1","后保险杠(全喷)","RDDG320190000014525062","400.00","","2019/7/15 15:04:56"
"1753792","C2019330113100016874","33011310","北京现代途胜","0","1","前保险杠(全喷)","RDDG320190000014574930","315.00","","2019/7/23 14:41:09"
"1753793","C2019440133050003098","44013305","东风本田杰德","0","41","左前大灯修复","RDFA320190000014614365","81.00","","2019/7/30 10:42:19"
"1753794","C2019320107100005411","32010710","海马福美来","1","3","冷凝器拆装","RDDC320190000014558439","40.00","","2019/7/27 20:15:49"
"1753795","C2019320106070002745","32010607","五菱宏光","0","3","右前半轴拆装","RDDC320190000014138109","100.00","","2019/7/5 14:05:01"
"1753796","C2019440118050006725","44011805","帝豪EC","0","1","左后门(全喷)","RDDG320190000014504616","320.00","","2019/7/15 20:43:00"
"1753797","C2019319900310007617","31990031","北京现代名图","0","2","右后叶子板整形修复(中)","RDDC320190000014469448","200.00","","2019/7/8 10:46:42"
"1753798","C2019140118040003913","14011804","中华H3","0","2","右前车门整形修复(大)","RDFA320190000014516904","200.00","","2019/7/25 14:14:32"
"1753799","C2019210200340007149","21020034","上海大众桑塔纳","0","1","前保险杠(全喷)","RDDC320190000014495077","270.00","","2019/7/12 15:30:39"
"1753800","C2019440117050009012","44011705","欧曼GTL","0","1","左A柱包角喷漆","RDFA320190000014555364","150.00","","2019/7/30 14:16:58"
"1753801","C2019420100280006323","42010028","帝豪EV","1","2","引擎盖整形修复(小)","RDFA320190000014614223","100.00","","2019/7/29 9:45:31"
"1753802","C2019450106090000275","45010609","拖拉机车系","0","5","前中网拆装","RDDG320190000014507007","50.00","","2019/7/17 9:25:32"
"1753803","C2019610100840018936","61010084","上海通用别克英朗","0","3","左后车门壳拆装","RDDG320190000014463139","150.00","","2019/7/11 10:25:51"
"1753804","C2019620106190000343","62010624","传祺GS4","1","3","散热器","RDFA320190000014502109","100.00","","2019/7/16 19:36:39"
"1753805","C2019310101450003436","31010111","广州本田雅阁","0","2","引擎盖整形修复(大)","RDDC320190000014425943","100.00","","2019/7/10 17:00:51"
"1753806","C2019620114330000568","62011433","东风本田思铂睿","0","1","后保险杠(全喷)","RDFA320190000014472276","304.00","","2019/7/11 16:12:29"
"1753807","C2019220100510017137","22010051","一汽丰田RAV4","1","3","左侧发动机机爪拆装","RDDG320190000014398750","150.00","","2019/7/3 8:26:48"
"1753808","C2019220121400000220","22012140","北京现代雅绅特","0","1","左后门(全喷)","RDDG320190000014442344","300.00","","2019/7/5 9:58:04"
"1753809","C2019530113050002746","53011305","一汽丰田普拉多","1","1","右前门(全喷)","RDDG320190000014608151","630.00","","2019/7/31 16:12:02"
"1753810","C2019360103230000256","36012405","东风标致308","1","3","右前减震器拆装","RDFA320190000014323481","60.00","","2019/7/25 15:48:23"
"1753811","C2019330200630015403","33020063","上海大众桑塔纳","0","1","左前门(抛光)","RDFA320190000014545055","100.00","","2019/7/18 12:08:18"
"1753812","C2019440115050007157","44011505","启辰T70","0","2","左前叶子板整形修复(中)","RDDG320190000014448983","99.00","","2019/7/7 15:46:33"
"1753813","C2019210110040002834","21011004","路虎揽胜","1","5","后杠抛光补漆修复","RDDC320190000014505910","250.00","","2019/7/16 14:05:07"
"1753814","C2019620100000001473","62010000","一汽丰田RAV4","1","2","引擎盖整形修复(大)","RDEA320190000014469148","290.00","","2019/7/11 17:15:07"
"1738095","C2019360123270000423","36012327","上海大众帕萨特","1","3","右前安全带拆装","RDFA320190000014219051","30.00","","2019/7/30 22:30:33"
"1738096","C2019520101250005399","52010125","力帆自卸车","0","5","前围拆装及喷漆","RDFA320190000014402246","300.00","","2019/7/4 11:40:24"
"1738097","C2019140109220006317","14010922","一汽奥迪A4","1","3","后保险杠皮拆装","RDFA320190000014436537","300.00","","2019/7/4 8:44:42"
"1738098","C2019410190060002220","42012000","上海通用别克君越","1","3","右前大灯拆装","RDEA320190000014420275","150.00","","2019/7/17 15:22:20"
"1738099","C2019330125000001440","33012500","上海大众朗逸","0","2","车底板整形修复(大)","RDDC320190000014386298","300.00","","2019/7/4 10:39:12"
"1738100","C2019370113240000277","37011324","广州本田飞度","0","2","左前车门整形修复(小)","RDDG320190000014456937","80.00","","2019/7/8 15:49:54"
"1738101","C2019440140100000946","44014000","长安CS55","0","1","左前门(全喷)","RDDC320190000014453543","200.00","","2019/7/10 14:17:57"
"1738102","C2019610121090000793","61010084","长安CS75","0","3","前保险杠拆装(含附件)","RDFA320190000014540081","130.00","","2019/7/18 14:56:21"
"1738103","C2019310101110021146","31010111","上海通用别克英朗","0","3","副驾驶安全气囊拆装","RDFA320190000014508043","50.00","","2019/7/22 16:12:47"
"1738104","C2019320102210007519","32010221","上海大众斯柯达柯米克","1","3","前保险杠拆装(含附件)","RDDC320190000014466090","150.00","","2019/7/10 15:27:59"
"1738105","C2019130100860007692","13010086","奇瑞瑞虎5","1","3","前保险杠拆装(含附件)","RDFA320190000014542275","100.00","","2019/7/21 9:24:54"
"1738106","C2019350100430007469","35010043","宝马3系","0","2","右前叶子板整形修复(中)","RDDG320190000014521484","350.00","","2019/7/15 14:54:06"
"1738107","C2019210200000003468","21020000","东风日产骐达","0","2","左后叶子板整形修复(大)","RDDC320190000014469859","200.00","","2019/7/15 10:53:13"
"1738108","C2019440390020001850","44039002","比亚迪宋新能源","1","3","后保险杠内杠拆装","RDDC320190000014547155","28.00","","2019/7/26 13:55:19"
"1738109","C2019530127500000790","53012750","路虎揽胜极光","0","1","后保险杠(全喷)","RDDG320190000014531300","427.50","","2019/7/17 10:49:28"
"1738110","C2019330117140015868","33011714","东风日产骐达","0","1","引擎盖(全喷)","RDFA320190000014614274","340.00","","2019/7/27 22:15:27"
"1738111","C2019530100380021748","53010038","长安欧尚COS1°","1","1","右后叶子板(全喷)","RDDG320190000014376424","400.00","","2019/7/4 9:48:36"
"1738112","C2019310101110022478","31010111","尚酷Scirocco","1","1","引擎盖(全喷)","RDDG320190000014602866","459.00","","2019/7/29 9:57:32"
"1738113","C2019370200510015077","37020051","长安福特福睿斯","1","1","左后叶子板(全喷)","RDDC320190000014450770","450.00","","2019/7/11 11:35:20"
"1753834","C2019360104050001261","36010050","一汽大众速腾","1","3","后围拆装","RDFA320190000014423253","250.00","","2019/7/11 16:49:43"
"1753835","C2019440392750013194","44039275","东风日产轩逸","0","5","油漆左后叶","RDDG320190000014468347","380.00","","2019/7/10 15:52:45"
"1753836","C2019130119270000387","13011927","一汽大众捷达","0","1","左后叶子板(全喷)","RDFA320190000014512224","283.50","","2019/7/14 15:08:04"
"1737838","C2019340109140002005","34010914","江淮和悦","0","3","前保险杠拆装(含附件)","RDFA320190000014563728","60.00","","2019/7/21 16:14:02"
"1737839","C2019350200230004974","35020023","一汽奥迪A6","0","1","前保险杠(半喷)","RDDC320190000014464554","600.00","","2019/7/18 8:50:01"
"1737840","C2019320100000002441","32010000","一汽大众高尔夫","0","3","左前叶子板拆装","RDDG320190000014513288","90.00","","2019/7/22 9:13:14"
"1737841","C2019330110060006240","33011006","上海通用别克凯越","0","3","左后尾灯拆装","RDDC320190000014471624","40.00","","2019/7/9 13:14:54"
"1737842","C2019500102030001823","50010203","博越","1","1","引擎盖(全喷)","RDFA320190000014545771","400.00","","2019/7/22 10:12:40"
"1737843","C2019450105110000764","45010511","一汽丰田花冠/卡罗拉","0","3","变速箱油底壳拆装","RDDG320190000014404099","50.00","","2019/7/17 17:57:40"
"1737844","C2019620100820010137","62010082","通用五菱微卡","1","3","前保险杠皮","RDFA320190000014441525","200.00","","2019/7/5 10:54:20"
"1737845","C2019530115080002574","53011508","广汽丰田雷凌","1","3","左前大灯拆装","RDDC320190000014582362","36.00","","2019/7/27 18:08:10"
"1737846","C2019140115240003290","14011524","朗逸","0","3","后叶子板内衬（左）","RDFA320190000014583387","30.00","","2019/7/24 17:20:31"
"1737847","C2019130110100000354","13011010","北京现代瑞纳","1","1","备胎槽喷漆","RDFA320190000014298755","180.00","","2019/7/31 10:13:09"
"1737848","C2019460102060001505","46010206","长城风骏","0","1","行李箱盖(全喷)","RDFA320190000014565668","360.00","","2019/7/22 16:46:04"
"1737849","C2019420100280006058","42010028","北京现代ix35","0","3","水箱拆装","RDFA320190000014561927","140.00","","2019/7/25 17:48:50"
"1737850","C2019370109730000617","37010973","一汽大众高尔夫","0","1","前保险杠(全喷)","RDFA320190000014611112","200.00","","2019/7/27 15:08:27"
"1737851","C2019350200230005233","35020023","一汽大众捷达","1","1","左前叶子板(全喷)","RDDC320190000014516436","550.00","","2019/7/16 10:28:41"
"1737852","C2019530112070004854","53011207","上海大众途观","0","1","前保险杠(半喷)","RDDG320190000014516062","180.00","","2019/7/17 14:52:35"
"1737853","C2019410102050002906","41010205","一汽大众迈腾","1","2","右前车门整形修复(小)","RDFA320190000014450909","100.00","","2019/7/8 16:01:38"
"1737854","C2019330154840007726","33015484","东风悦达起亚K3","1","1","前保险杠(全喷)","RDDG320190000014540288","660.00","","2019/7/23 15:19:55"
"1737855","C2019319900310008100","31990031","东风风光580","0","2","后保险杠修复(大)","RDFA320190000014545327","150.00","","2019/7/18 11:20:52"
"1737856","C2019340107120002142","34010712","上海大众朗逸","0","3","行李箱盖拆装","RDFA320190000014517614","60.00","","2019/7/17 10:28:16"
"1737857","C2019500111000000341","50011100","福田拓陆者","1","5","全车拆装","RDFA320190000014208832","1500.00","","2019/7/4 17:08:06"
"1737858","C2019360105050000900","36010505","长安欧诺","0","2","左后车门整形修复(大)","RDFA320190000014439699","150.00","","2019/7/5 16:16:25"
"1737859","C2019430113210000341","43011321","五菱宏光","1","1","左前叶子板(全喷)","RDFA320190000014355983","285.00","","2019/7/5 8:05:45"
"1737860","C2019530122070005304","53012207","长安铃木奥拓","0","1","后保险杠(全喷)","RDFA320190000014599278","176.00","","2019/7/26 12:05:46"
"1737861","C2019440100710006811","44010071","广州本田凌派","0","1","右侧底大边喷漆","RDDG320190000014452339","200.00","","2019/7/5 15:57:38"
"1737862","C2019210111210002859","21011121","长安铃木启悦","1","2","前保险杠内杠整形修复(小)","RDDG320190000014601160","120.00","","2019/7/26 11:56:24"
"1737863","C2019440139050001587","44013905","上海通用雪佛兰爱唯欧","0","41","左后尾灯修复","RDDG320190000014525660","60.00","","2019/7/17 3:21:28"
"1737864","C2019360107350000249","36010735","五菱宏光","0","31","后排座椅修复","RDFA320190000014519466","80.00","","2019/7/22 18:03:05"
"1737865","C2019510105210001736","51010521","东风本田炫威","0","1","右后门(全喷)","RDFA320190000014480066","350.00","","2019/7/10 17:07:04"
"1737866","C2019330200630015700","33020063","上海通用别克昂科拉","1","3","右前车门壳拆装","RDFA320190000014570531","200.00","","2019/7/23 14:29:25"
"1737867","C2019350127070001468","35012707","五菱宏光","0","2","左前车门整形修复(中)","RDDG320190000014478772","200.00","","2019/7/9 21:50:16"
"1737868","C2019120100720017055","12010072","东风日产轩逸","1","1","左倒车镜喷漆","RDDG320190000014550587","100.00","","2019/7/22 10:44:22"
"1737869","C2019360107230000170","36010723","上海通用凯迪拉克SLS(赛威)","0","2","前保险杠修复(大)","RDFA320190000014479238","200.00","","2019/7/19 14:38:28"
"1737870","C2019440100710007781","44010071","东风本田杰德","0","1","左后门(全喷)","RDDG320190000014460550","440.00","","2019/7/26 22:46:35"
"1737871","C2019330109300000775","33010930","广汽菲克Jeep指南者","0","5","左后门拆装更换","RDDC320190000014435069","250.00","","2019/7/11 20:38:13"
"1737872","C2019420115130000954","42011513","五菱宏光","1","2","左前叶子板整形修复(小)","RDFA320190000014568244","50.00","","2019/7/23 11:33:46"
"1737873","C2019610103090004355","61010309","观致3","0","3","前保险杠拆装(含附件)","RDDG320190000014456709","100.00","","2019/7/7 20:21:03"
"1737874","C2019330155450002429","33015545","郑州宇通公交车","0","5","后部油漆","RDFA320190000014569773","500.00","","2019/7/23 12:49:05"
"1737875","C2019530113610000410","53011361","奇瑞艾瑞泽7","0","2","右后叶子板整形修复(小)","RDDG320190000014444120","81.90","","2019/7/4 14:06:40"
"1737876","C2019330200630015676","33020063","东风本田思威","0","2","前保险杠修复(大)","RDFA320190000014561327","200.00","","2019/7/22 16:08:52"
"1737877","C2019520101250006079","52010125","途锐Touareg","1","1","后保险杠(全喷)","RDFA320190000014588749","500.00","","2019/7/25 10:39:57"
"1737878","C2019460100000005533","46010000","东风本田思威","1","1","行李箱盖(全喷)","RDFA320190000014629772","750.00","","2019/7/31 12:03:25"
"1737879","C2019440392750012522","44039275","比亚迪公交车","0","5","左前包角喷漆","RDDC320190000014411701","100.00","","2019/7/1 19:08:14"
"1737880","C2019440100710006973","44010071","奔驰R级","0","1","右前叶子板(全喷)","RDDG320190000014464895","800.00","","2019/7/11 11:46:20"
"1737881","C2019140118040003796","14011804","一汽大众迈腾","1","1","前保险杠(全喷)","RDFA320190000014465928","405.00","","2019/7/8 9:39:36"
"1737882","C2019520101290001415","52010305","一汽大众捷达","0","1","行李箱盖(全喷)","RDFA320190000014437322","270.00","","2019/7/3 14:45:46"
"1737883","C2019210107050001669","21010105","哈弗H6","0","1","行李箱盖(全喷)","RDFA320190000014638770","350.00","","2019/7/31 16:09:03"
"1737884","C2019330111000004982","33011100","华晨宝马5系","1","1","右前叶子板(全喷)","RDDG320190000014532545","1500.00","","2019/7/19 11:19:30"
"1737885","C2019319900310008224","51010905","宝骏6","0","1","前保险杠(全喷)","RDFA320190000014574517","242.25","","2019/7/23 15:06:39"
"1737886","C2019320107100005432","32010710","广汽传祺GS4","0","1","后保险杠(半喷)","RDFA320190000014611527","180.00","","2019/7/27 11:38:43"
"1737887","C2019330122000003054","33012200","上海通用别克君越","1","1","前保险杠(全喷)","RDDC320190000014585959","500.00","","2019/7/24 17:03:28"
"1737888","C2019440136050002334","44013605","启辰T70","1","2","前保险杠修复(大)","RDDG320190000014430973","200.00","","2019/7/26 17:07:08"
"1737889","C2019420107600000390","42010760","比亚迪F0","0","3","转向横拉杆拆装","RDFA320190000014633800","50.00","","2019/7/31 17:30:33"
"1737890","C2019640101300006906","64010130","广汽丰田凯美瑞","1","3","后保险杠拆装(含附件)","RDFA320190000014549818","0.00","","2019/7/19 17:37:25"
"1737891","C2019330117140013718","33011714","宝马5系","1","3","右前大灯拆装","RDDG320190000014423752","150.00","","2019/7/4 17:53:56"
"1737892","C2019450106050000192","45010605","一汽丰田RAV4","0","1","右前门(全喷)","RDDG320190000014258796","320.00","","2019/7/31 8:10:35"
"1737893","C2019340103170001555","34010060","上海大众斯柯达昕锐/昕动","1","3","左前大灯拆装","RDDC320190000014526024","0.00","","2019/7/19 18:29:30"
"1737894","C2019310101110019411","31010111","名爵MG 6","1","3","引擎盖拆装","RDDG320190000014326310","240.00","","2019/7/18 13:25:16"
"1737895","C2019319900310008018","31990031","江淮瑞风R3","0","1","左后门(全喷)","RDFA320190000014529129","300.00","","2019/7/16 17:50:23"
"1737896","C2019330117140015977","33011714","一汽大众高尔夫","0","1","右后门(全喷)","RDFA320190000014629346","297.50","","2019/7/29 16:14:08"
"1737897","C2019430100610006264","43010061","长安马自达昂克赛拉","0","3","右前大灯拆装","RDFA320190000014477567","40.00","","2019/7/21 8:50:01"
"1737898","C2019630115040004424","63011504","五菱荣光新卡","1","5","前杠骨架喷漆","RDDG320190000014507742","100.00","","2019/7/13 15:51:56"
"1737899","C2019450105050000711","45010505","BQ1020","0","31","四轮定位(含调整)","RDDG320190000014527386","200.00","","2019/7/21 11:40:03"
"1737900","C2019620101050000988","62010105","东南DX7","1","2","行李箱盖整形修复(大)","RDFA320190000014483050","150.00","","2019/7/15 9:00:38"
"1737901","C2019430104400000483","43010440","北京现代ix25","0","3","左侧反光镜拆装","RDFA320190000014632320","120.00","","2019/7/30 15:35:20"
"1733744","C2019610100420001035","61010042","奔腾X80","1","3","中网拆装","RDDG320190000014547148","100.00","","2019/7/20 21:43:18"
"1736019","C2019210101050002444","21010105","广汽丰田雅力士","0","1","右后叶子板(全喷)","RDDG320190000014461545","229.50","","2019/7/16 9:32:55"
"1736020","C2019520103050006095","52010305","北京现代ix25","1","3","副驾驶安全气囊拆装","RDFA320190000014357548","200.00","","2019/7/1 11:00:17"
"1736021","C2019330113100017446","33011310","东风日产蓝鸟","1","1","行李箱盖(全喷)","RDDG320190000014580084","450.00","","2019/7/29 17:44:26"
"1736022","C2019440139050001503","44013905","宝骏560","0","1","前保险杠(全喷)","RDDC320190000014465745","350.00","","2019/7/8 11:27:46"
"1736023","C2019320109080006502","32010908","东风标致308","0","2","左前纵梁整形修复(中)","RDDC320190000014535651","150.00","","2019/7/19 15:35:26"
"1736024","C2019640106150003998","64010615","长安铃木羚羊","0","1","后保险杠(全喷)","RDFA320190000014615608","200.00","","2019/7/29 16:28:55"
"1736025","C2019310101110022307","31010111","郑州日产帅客","0","1","引擎盖(抛光)","RDDC320190000014584258","90.00","","2019/7/25 14:54:54"
"1736026","C2019340106140004613","34010614","上海通用别克英朗","0","1","右倒车镜喷漆","RDFA320190000014424250","80.00","","2019/7/3 18:56:06"
"1736027","C2019630102030000363","63010203","北京现代瑞纳","0","3","前保险杠缓冲器拆装","RDDC320190000014424131","0.00","","2019/7/3 10:00:22"
"1736028","C2019430100310014656","43010031","五菱宏光","0","1","左前叶子板(全喷)","RDFA320190000014559118","200.00","","2019/7/22 16:54:32"
"1736029","C2019210100950008026","21010095","一汽奥迪A4","1","2","左前立柱/A柱整形修复(中)","RDDG320190000014382275","100.00","","2019/7/12 15:52:49"
"1736030","C2019350200230004833","35012704","上海大众朗逸","1","3","前保险杠内杠拆装","RDDG320190000014425680","50.00","","2019/7/4 10:42:31"
"1736031","C2019530115080002444","53011508","长安福特蒙迪欧/致胜","1","1","后保险杠(全喷)","RDDG320190000014549545","360.00","","2019/7/19 18:12:09"
"1736032","C2019230111950000338","23011195","上海通用别克君越","0","1","前保险杠(全喷)","RDDG320190000014473071","350.00","","2019/7/11 13:01:07"
"1736033","C2019520109040001919","52010904","宝骏310","0","1","左前门(全喷)","RDFA320190000014586119","450.00","","2019/7/25 13:27:28"
"1736034","C2019420108030001531","42010803","广汽传祺GS4","1","1","左前叶子板(全喷)","RDFA320190000014475829","200.00","","2019/7/9 16:52:03"
"1736035","C2019110110530010432","11011053","东风日产阳光","1","3","左后尾灯拆装","RDDC320190000014383350","50.00","","2019/7/1 17:30:00"
"1736036","C2019360104250000238","36010425","北京现代菲斯塔","1","3","后保险杠内杠拆装","RDFA320190000014364545","120.00","","2019/7/1 11:31:10"
"1736037","C2019370112130000155","37011204","长安福特福睿斯","0","1","左前叶子板(全喷)","RDFA320190000014542856","160.00","","2019/7/30 18:42:03"
"1736038","C2019370113040002201","37011319","上海大众斯柯达昕锐/昕动","0","3","左前大灯拆装","RDDG320190000014360167","80.00","","2019/7/22 16:54:09"
"1736039","C2019520101250005018","52010125","江淮悦悦","0","5","右前叶子板拆装","RDFA320190000014325322","300.00","","2019/7/9 15:49:27"
"1736040","C2019370102050010655","37010205","华晨宝马5系","1","41","左前大灯修复","RDDC320190000014611497","100.00","","2019/7/28 9:09:29"
"1736041","C2019330137080002354","33013708","华晨宝马5系","1","2","备胎槽整形修复(小)","RDDG320190000014464470","500.00","","2019/7/16 8:50:54"
"1736042","C2019320105140002865","32010514","上海大众朗逸","1","1","左前门(全喷)","RDDC320190000014419229","340.00","","2019/7/2 15:12:03"
"1736043","C2019440122050005839","44012205","东风日产蓝鸟","0","1","左前门(全喷)","RDDG320190000014496585","500.00","","2019/7/12 15:41:23"
"1736044","C2019620100820010785","62010082","东风日产骊威","0","2","前保险杠修复(大)","RDFA320190000014502239","100.00","","2019/7/24 13:14:00"
"1736045","C2019320113040002573","32010607","帝豪EC","1","1","后保险杠(全喷)","RDDG320190000014519546","300.00","","2019/7/15 18:48:09"
"1736046","C2019320109080006267","32010908","上海通用雪佛兰赛欧","0","3","中网拆装","RDDC320190000014503836","18.00","","2019/7/13 10:48:50"
"1736047","C2019340118050002493","34011805","上海大众朗逸","1","3","水箱拆装","RDDC320190000013412823","90.00","","2019/7/1 16:49:28"
"1736048","C2019640106150003050","64010615","挂车车系","0","5","焊接制作栏栅工时","RDFA320190000014206833","800.00","","2019/7/5 14:44:12"
"1736049","C2019440390020001829","44039002","北汽绅宝X65","0","1","前保险杠(全喷)","RDDC320190000014549028","315.00","","2019/7/23 9:14:43"
"1736050","C2019230112360011790","15011304","上海大众途观","0","1","前保险杠(全喷)","RDEA320190000014626672","200.00","","2019/7/31 11:02:50"
"1736051","C2019410103050004065","41010305","郑州宇通新能源公交车","0","2","前面板盖整形修复(500c㎡以下)","RDFA320190000014458419","150.00","","2019/7/6 15:24:52"
"1736052","C2019410123050002331","41012305","上海通用别克威朗","0","1","右后叶子板(全喷)","RDFA320190000014581553","240.00","","2019/7/23 15:17:49"
"1736053","C2019330137080002506","33013708","北汽幻速S6","0","3","后保险杠拆装(含附件)","RDDG320190000014560496","150.00","","2019/7/20 15:46:12"
"1736054","C2019210115050001702","21011505","北京现代索纳塔","1","1","后围板喷漆","RDDG320190000014538713","220.00","","2019/7/24 13:33:44"
"1736055","C2019130105240000178","13010577","福田瑞沃系列","0","5","大箱整形喷漆","RDDG320190000013867772","1000.00","","2019/7/18 17:56:55"
"1736056","C2019500105020000026","50010117","上海通用雪佛兰科鲁兹","0","1","前保险杠(全喷)","RDDC320190000014452068","300.00","","2019/7/5 18:04:47"
"1736057","C2019440113050002719","44011305","上海通用别克英朗","0","2","右前车门整形修复(大)","RDDG320190000014472976","100.00","","2019/7/8 16:04:19"
"1736058","C2019130100860007795","13010086","长安CS35","1","3","左前车门壳拆装","RDFA320190000014561877","150.00","","2019/7/21 14:42:24"
"1736059","C2019330121000002179","33012100","华晨宝马5系","0","2","前保险杠修复(小)","RDDG320190000014436501","100.00","","2019/7/3 17:30:53"
"1736060","C2019360107350000223","36010734","BQ5021","0","1","左侧围(全喷)","RDFA320190000014402366","200.00","","2019/7/26 17:26:59"
"1736061","C2019310101110020659","31010111","上海大众朗逸","1","3","后挡风玻璃拆装","RDDC320190000014430865","300.00","","2019/7/12 20:58:56"
"1736062","C2019530115080002199","53011560","长城风骏","0","2","引擎盖整形修复(中)","RDDC320190000014421268","144.00","","2019/7/12 15:42:26"
"1736063","C2019410190060002336","41019006","上海大众朗逸","0","1","左前叶子板(全喷)","RDFA320190000014581513","290.00","","2019/7/23 16:10:22"
"1736064","C2019410101090001060","41010109","广州本田飞度","1","1","前保险杠(全喷)","RDFC320190000014389827","270.00","","2019/7/5 11:48:20"
"1736065","C2019530100370001924","53010037","东风雪铁龙世嘉","0","3","右前叶子板拆装","RDDG320190000014565147","50.00","","2019/7/23 17:18:57"
"1736066","C2019330154840007204","33015484","上海通用别克君越","0","1","右前叶子板(全喷)","RDDG320190000014483727","315.00","","2019/7/11 15:50:42"
"1736067","C2019320109080006742","32010908","上海通用别克凯越","0","1","前保险杠(半喷)","RDDC320190000014609817","250.00","","2019/7/29 14:19:36"
