"ID","LOSSAPPROVALID","LOSSAPPROVALCOMCODE","VEHSERINAME","IS4S","REPAIRTYPE","COMPNAME","REGISTNO","SUMVERILOSS","DC","VERIFYFINALDATE"
"1748176","C2019210200340007163","21020034","金杯750","1","1","水箱框架板喷漆","RDDC320190000014499350","130.00","","2019/7/13 10:40:35"
"1748177","C2019530100380022707","53010038","名爵MG 6","0","1","右后叶子板(全喷)","RDDG320190000014514453","235.00","","2019/7/16 8:31:26"
"1748178","C2019510108080003272","51010808","奥迪A1","0","2","左前叶子板整形修复(大)","RDFA320190000014563207","330.00","","2019/7/24 8:56:35"
"1748179","C2019510100630001056","51010063","猎豹CS10","1","1","右后叶子板轮眉喷漆","RDFA320190000014547457","110.00","","2019/7/19 16:04:01"
"1748180","C2019220100510017315","22010051","一汽大众捷达","0","1","左侧底大边喷漆","RDDG320190000014411798","150.00","","2019/7/1 13:59:02"
"1748181","C2019330113100017476","33011310","上海通用雪佛兰乐风","0","1","右后门(全喷)","RDFA320190000014619099","270.00","","2019/7/30 9:44:07"
"1748182","C2019520112110000439","52011208","哈弗H6","0","5","前桥修复","RDFA320190000014410170","300.00","","2019/7/9 16:35:43"
"1748183","C2019330118200002169","33011820","上海大众朗逸","0","3","前保险杠拆装(含附件)","RDDC320190000014562805","100.00","","2019/7/21 14:56:15"
"1748184","C2019460113000000454","46011300","一汽丰田花冠/卡罗拉","0","1","后保险杠(全喷)","RDDC320190000014582800","350.00","","2019/7/23 15:39:24"
"1744218","C2019330117140013938","33011714","广州本田雅阁","0","3","后保险杠皮拆装","RDDG320190000014440510","100.00","","2019/7/5 18:14:59"
"1744219","C2019440118050006568","44011805","一汽丰田花冠/卡罗拉","1","1","后保险杠(全喷)","RDDC320190000014453391","300.00","","2019/7/8 22:42:11"
"1744220","C2019150100780008942","15010078","上海通用别克君越","0","3","前保险杠皮(下)拆装","RDFA320190000014436691","40.00","","2019/7/7 11:20:52"
"1744221","C2019510100640005991","51010064","东风风神S30","0","1","左前叶子板(全喷)","RDFA320190000014435857","250.25","","2019/7/3 11:33:02"
"1744222","C2019350200230005651","35020023","长安马自达3","0","2","左后车门整形修复(小)","RDDG320190000014548013","104.00","","2019/7/29 9:44:15"
"1744223","C2019330139100002374","33013910","东风悦达起亚福瑞迪","0","1","引擎盖(全喷)","RDDC320190000014482610","320.00","","2019/7/13 18:51:10"
"1744224","C2019440117050009039","44011705","东风日产轩逸","1","1","备胎槽喷漆","RDFA320190000014604406","180.00","","2019/7/30 9:09:43"
"1744225","C2019620109320000414","62010932","上海大众朗逸","1","5","发动机清洗","RDFA320190000014312489","2240.00","","2019/7/4 16:40:51"
"1744226","C2019130105470000508","13010577","北京现代ix35","0","1","左前叶子板(全喷)","RDFA320190000014494457","330.00","","2019/7/31 19:05:03"
"1744227","C2019440137050005449","44013705","东风日产骊威","0","1","右前门(全喷)","RDDG320190000014495670","400.00","","2019/7/11 14:53:15"
"1744228","C2019520103050006788","52010305","五菱宏光","0","1","右前轮旋喷漆","RDFA320190000014563351","60.00","","2019/7/23 9:21:38"
"1744229","C2019530128060002275","53012806","长安之星","0","1","右后叶子板(全喷)","RDDC320190000014552848","273.00","","2019/7/19 16:19:39"
"1744230","C2019310101110020984","31010111","上海大众朗逸","1","2","左前叶子板整形修复(中)","RDDG320190000014496777","200.00","","2019/7/11 17:00:33"
"1744231","C2019330117140014282","33011714","一汽马自达6","1","3","右侧底大边拆装","RDDG320190000014482364","100.00","","2019/7/10 8:59:43"
"1744232","C2019530127800000881","53012780","长安金牛星","0","5","前隔壁板复","RDDG320190000014299791","100.00","","2019/7/1 10:57:14"
"1744233","C2019530100380024273","53010038","上海大众朗逸","1","3","前保险杠拆装(含附件)","RDFA320190000014625641","150.00","","2019/7/29 15:01:42"
"1744234","C2019530116000001902","53011600","力帆丰顺","0","3","后挡风玻璃拆装","RDDG320190000014139487","100.00","","2019/7/6 17:22:38"
"1744235","C2019410102050002807","41010205","一汽丰田花冠/卡罗拉","0","2","水箱框架整形修复(中)","RDFA320190000014398804","60.00","","2019/7/1 15:53:15"
"1744236","C2019130110320000285","13011032","一汽大众捷达","1","1","右后门(全喷)","RDFA320190000014509435","400.00","","2019/7/15 17:10:38"
"1744237","C2019140114140002706","14011414","五菱之光/五菱扬光","0","3","前保险杠拆装(含附件)","RDFA320190000014463799","160.00","","2019/7/9 15:23:39"
"1744238","C2019330111000004502","33013713","上海通用别克GL8","1","1","引擎盖(全喷)","RDFB320190000014404661","450.00","","2019/7/21 11:23:38"
"1744239","C2019370207000000340","37020051","一汽大众高尔夫","0","1","前保险杠(全喷)","RDDG320190000014500023","310.00","","2019/7/13 11:06:12"
"1744240","C2019450101240000628","45010115","长城风骏","1","3","活动车顶拆装","RDDG320190000014506314","350.00","","2019/7/16 18:37:41"
"1744241","C2019500100250001025","50010025","长安欧诺","1","1","水箱框架板喷漆","RDFA320190000014430552","250.00","","2019/7/4 16:37:01"
"1744242","C2019440118050006516","44011805","一汽丰田花冠/卡罗拉","0","1","后保险杠(全喷)","RDDG320190000014462139","250.00","","2019/7/7 10:36:10"
"1744243","C2019320107100004910","32010710","东南菱悦","0","1","后围板喷漆","RDDG320190000014445547","100.00","","2019/7/6 17:26:05"
"1744244","C2019330200630014114","33020063","比亚迪秦","0","1","右后门(全喷)","RDFA320190000014405071","300.00","","2019/7/8 8:04:24"
"1744245","C2019370200000001423","37020051","东风本田竞瑞","1","1","前保险杠(全喷)","RDDC320190000014383085","400.00","","2019/7/8 11:43:54"
"1744246","C2019440117050008094","44011705","北京现代伊兰特","1","1","前保险杠(全喷)","RDDC320190000014360891","650.00","","2019/7/13 11:56:16"
"1744247","C2019220121200000328","22012120","北京现代伊兰特","0","3","前保险杠拆装(含附件)","RDDC320190000014481813","54.00","","2019/7/26 16:45:23"
"1744248","C2019130111040002038","13011114","江淮瑞风S3","1","3","前保险杠拆装(含附件)","RDFA320190000014489950","150.00","","2019/7/11 14:22:58"
"1744249","C2019530127160003510","53012716","开瑞优优","0","2","右后车门整形修复(大)","RDFA320190000014603531","80.00","","2019/7/29 8:58:53"
"1744250","C2019330154840007791","33015484","比亚迪元新能源","0","1","右前叶子板(全喷)","RDFA320190000014585530","285.00","","2019/7/25 14:27:43"
"1744251","C2019360123050005191","36012305","五菱荣光微卡","1","1","驾驶室左侧围喷漆","RDFA320190000014481783","300.00","","2019/7/10 11:24:51"
"1744252","C2019320107100004457","32010710","一汽丰田花冠/卡罗拉","0","3","副驾驶安全气囊拆装","RDDC320190000014283234","200.00","","2019/7/8 9:30:37"
"1744253","C2019430100610006353","43010061","上海通用雪佛兰爱唯欧","0","1","右前叶子板(全喷)","RDFA320190000014490226","280.00","","2019/7/11 14:43:46"
"1744254","C2019440115050007216","44011505","长安福特蒙迪欧/致胜","1","1","右侧底大边喷漆","RDDC320190000014448376","250.00","","2019/7/10 11:11:53"
"1744255","C2019640101300006758","64010130","广汽传祺GS4","1","1","右前叶子板(全喷)","RDFA320190000014518872","384.00","","2019/7/16 14:49:32"
"1744256","C2019150100780009772","15010078","东风日产逍客","1","3","右前门装饰板拆装","RDFA320190000014565960","80.00","","2019/7/25 15:04:00"
"1744257","C2019530114500000402","53011406","长安CS55","1","3","前保险杠拆装(含附件)","RDDC320190000014500043","160.00","","2019/7/15 16:30:44"
"1744258","C2019500100500000402","50010050","一汽大众速腾","0","3","左前大灯拆装","RDFA320190000014619067","20.00","","2019/7/30 15:46:35"
"1744259","C2019320111040000778","32011113","远景","0","1","右后叶子板(全喷)","RDFA320190000014565995","250.00","","2019/7/23 9:27:16"
"1744260","C2019340106140004757","34010614","北京奔驰E级","1","1","左前叶子板(全喷)","RDFA320190000014486309","700.00","","2019/7/16 9:54:54"
"1744261","C2019520101290001613","52010129","上海大众朗逸","0","5","前杠拆装","RDFA320190000014529497","150.00","","2019/7/16 12:04:59"
"1744262","C2019430106070002854","43010607","东风雷诺科雷傲","0","2","左后车门整形修复(大)","RDFA320190000014514016","200.00","","2019/7/16 8:04:06"
"1744263","C2019430100310011248","43010061","一汽丰田花冠/卡罗拉","1","3","前保险杠拆装(含附件)","RDDC320190000014077764","155.00","","2019/7/2 8:19:10"
"1744264","C2019370104050003241","37010405","东风悦达起亚K2","1","1","右前门(半喷)","RDDC320190000014590615","180.00","","2019/7/26 18:12:28"
"1745241","C2019520110050001200","52011005","英伦SC7/海景","0","5","内衬及谐振器拆装","RDFA320190000014479971","110.00","","2019/7/10 13:25:21"
"1745242","C2019430100610006439","43010061","众泰T300","1","3","前保险杠拆装(含附件)","RDFA320190000014502038","100.00","","2019/7/12 14:49:14"
"1745243","C2019340101180001116","34010060","上海大众朗逸","1","1","行李箱盖(全喷)","RDFA320190000014565245","400.00","","2019/7/23 17:25:36"
"1745244","C2019460101810004339","46010149","东风悦达起亚K2","0","1","后保险杠(全喷)","RDDG320190000014378406","350.00","","2019/7/21 12:35:33"
"1745245","C2019320109080005783","32010908","北京奔驰GLA","1","1","左前叶子板(全喷)","RDDG320190000014381151","1700.00","","2019/7/2 14:26:17"
"1745246","C2019330137080002473","33013715","华晨宝马3系","0","2","左后叶子板整形修复(中)","RDDG320190000014546312","100.00","","2019/7/18 18:14:58"
"1745247","C2019140119050002902","14011905","上海通用雪佛兰景程","1","1","右后叶子板(全喷)","RDFA320190000014573333","360.00","","2019/7/23 18:04:39"
"1745248","C2019340107120002274","34010712","哈弗H6","0","3","左后叶子板拆装","RDFA320190000014612545","600.00","","2019/7/29 16:58:55"
"1745249","C2019330100280000550","33010028","北京现代索纳塔","1","1","右前门(全喷)","RDFA320190000014608961","300.00","","2019/7/29 9:31:04"
"1745250","C2019340110180002341","34011018","江淮瑞风S3","1","3","左前雾灯拆装","RDFA320190000014337870","20.00","","2019/7/19 11:04:55"
"1745251","C2019520101290001830","52010305","长安CX70","0","1","左前门(全喷)","RDFA320190000014625745","350.00","","2019/7/29 21:49:03"
"1745252","C2019430105390000375","43010539","上海通用别克英朗","0","5","清洗变速箱","RDFA320190000014404327","400.00","","2019/7/5 14:49:14"
"1745253","C2019330139000002498","33013900","上海通用雪佛兰迈锐宝","0","1","右前门(全喷)","RDDC320190000014573646","350.00","","2019/7/24 9:01:24"
"1745254","C2019520112080000652","52011208","汉腾X7","0","1","左后门(全喷)","RDFA320190000014556963","300.00","","2019/7/22 15:27:48"
"1745255","C2019230112360011029","23011236","广汽丰田凯美瑞","1","1","右后叶子板(全喷)","RDDG320190000014547458","600.00","","2019/7/19 11:11:36"
"1745256","C2019450102110000723","45010211","广州本田飞度","0","3","前保险杠拆装(含附件)","RDFA320190000014612166","80.00","","2019/7/29 11:10:36"
"1745257","C2019430100610006441","43011004","上海大众途观","1","3","前保险杠拆装(含附件)","RDFA320190000014501471","180.00","","2019/7/16 14:42:34"
"1750524","C2019520112680000250","52011268","上海通用雪佛兰科鲁兹","0","2","右侧底大边整形修复(大)","RDFA320190000014496652","250.00","","2019/7/22 9:41:13"
"1750525","C2019370112040002630","37011204","华晨宝马X1","1","2","右前叶子板整形修复(小)","RDDC320190000014408715","180.00","","2019/7/6 9:13:12"
"1750526","C2019530111050006562","53011105","一汽大众CC","1","1","后叶子板（左）","RDDG320190000014429104","525.00","","2019/7/8 10:54:37"
"1750527","C2019430100610006092","43010061","东风风光3系列","0","5","水箱框架修复","RDFA320190000014425025","150.00","","2019/7/4 14:59:20"
"1750528","C2019310101110020650","31010111","一汽马自达6","1","1","引擎盖(全喷)","RDDG320190000014388955","500.00","","2019/7/14 11:12:17"
"1750529","C2019430114040003538","43011404","五菱宏光","1","1","前保险杠(全喷)","RDFA320190000014441775","280.00","","2019/7/5 8:59:33"
"1750530","C2019370114040001628","37011404","江淮瑞风S2","1","3","后保险杠皮拆装","RDDC320190000014390074","100.00","","2019/7/2 10:34:19"
"1750531","C2019320115040001891","32011504","东风雪铁龙世嘉","1","2","后保险杠修复(小)","RDDC320190000014603896","100.00","","2019/7/26 12:19:13"
"1750532","C2019420114120000201","42010028","东风景逸","0","1","前保险杠(全喷)","RDFA320190000014514994","100.00","","2019/7/14 15:10:53"
"1750533","C2019320111130004647","32011122","思迪/锋范","0","3","后门壳（左）","RDDC320190000014587654","200.00","","2019/7/27 15:15:16"
"1750534","C2019370100000009919","37010000","远景","1","1","右后门(全喷)","RDDC320190000014370507","280.00","","2019/7/2 15:12:40"
"1750535","C2019520105080003411","52010508","东风本田思域","0","1","右裙边脚/侧护杠喷漆","RDFA320190000014472321","60.00","","2019/7/9 17:02:28"
"1750536","C2019510100640005998","51010064","上海大众凌渡","0","2","左前叶子板整形修复(大)","RDFA320190000014437177","235.00","","2019/7/3 14:14:59"
"1750537","C2019610100840019529","61010084","上海通用别克英朗","0","1","右前门(全喷)","RDDC320190000014527989","300.00","","2019/7/19 9:41:28"
"1750538","C2019110110530012181","11011053","江淮瑞风S3","0","1","左前叶子板(全喷)","RDDC320190000014573541","285.00","","2019/7/23 14:26:54"
"1750539","C2019440122050006304","44012205","一汽丰田花冠/卡罗拉","0","1","右前纵梁喷漆","RDDC320190000014568801","100.00","","2019/7/26 11:05:06"
"1750540","C2019510107230000609","51010723","东风本田思威","0","3","前保险杠拆装(含附件)","RDFA320190000014597602","150.00","","2019/7/25 20:52:58"
"1750541","C2019330138090001858","33013804","帝豪EC","0","1","左后门(全喷)","RDFA320190000014528156","300.00","","2019/7/30 16:38:06"
"1750542","C2019110110530010895","11011053","广州本田雅阁","0","1","前保险杠(全喷)","RDDC320190000014419321","500.00","","2019/7/9 10:13:38"
"1750543","C2019220100000013033","22010000","宝骏730","1","3","中网拆装","RDDC320190000014524777","50.00","","2019/7/22 13:53:22"
"1750544","C2019350126150000481","35012615","广州本田思迪/锋范","1","3","左后门把手拆装","RDDG320190000014344973","50.00","","2019/7/2 11:24:50"
"1750545","C2019330154840007510","33015484","一汽马自达6","0","1","右后叶子板(全喷)","RDDG320190000014546603","300.00","","2019/7/18 13:38:57"
"1750546","C2019420100250000398","42010028","东风标致308","0","1","引擎盖(全喷)","RDFA320190000014495311","450.00","","2019/7/24 16:32:45"
"1750547","C2019320109080006634","32010908","一汽丰田花冠/卡罗拉","1","1","左后叶子板(全喷)","RDDC320190000014578863","400.00","","2019/7/24 18:28:01"
"1750548","C2019310101110021314","31010000","荣威RX5新能源","1","2","右前轮旋整形修复(中)","RDDG320190000014519603","80.00","","2019/7/21 10:52:17"
"1750549","C2019520101290001483","52010129","一汽大众捷达","0","1","左倒车镜喷漆","RDFA320190000014473635","40.00","","2019/7/8 16:52:57"
"1750550","C2019330118200002182","33011820","上海大众朗逸","1","3","后保险杠拆装(含附件)","RDDG320190000014568364","125.00","","2019/7/22 15:42:17"
"1750551","C2019440392750014003","44039275","比亚迪E5","1","2","右前叶子板整形修复(大)","RDDG320190000014553988","140.00","","2019/7/24 9:47:49"
"1750552","C2019440118050006771","44011805","东风日产玛驰","1","1","备胎槽喷漆","RDDG320190000014486981","150.00","","2019/7/19 15:59:22"
"1750553","C2019530127200001266","53012720","一汽大众速腾","0","1","前保险杠(半喷)","RDDG320190000014458080","130.00","","2019/7/6 15:21:16"
"1750554","C2019340115250001026","34011525","长安逸动","1","3","后围拆装","RDFA320190000014558296","250.00","","2019/7/24 11:19:11"
"1750555","C2019320110050001192","32011005","上海通用别克威朗","0","1","后保险杠(全喷)","RDFA320190000014510121","250.00","","2019/7/14 12:56:43"
"1750556","C2019230100880001653","23010088","傲虎","1","1","前保险杠(全喷)","RDDG320190000014412294","800.00","","2019/7/1 17:14:11"
"1750557","C2019110110530010656","11010000","长安CS75","1","3","后平衡杆拆装","RDDC320190000014407518","14.00","","2019/7/13 12:27:17"
"1750558","C2019350140050001354","35014005","东风本田思域","1","3","左侧底大边拆装","RDDG320190000014486991","100.00","","2019/7/27 13:44:37"
"1750559","C2019310101450003471","31010145","东风雪铁龙C5","0","1","后保险杠(半喷)","RDDC320190000014469792","200.00","","2019/7/8 15:30:59"
"1750560","C2019430101120002274","43010112","奇瑞A3","0","3","后平衡杆拆装","RDFA320190000014385899","100.00","","2019/7/12 8:17:51"
"1750561","C2019330113100015469","33011310","奔驰GLS级","1","1","前保险杠(全喷)","RDDC320190000014436055","1300.00","","2019/7/9 15:24:38"
"1750562","C2019530124050001247","53012405","王牌瑞狮","0","5","拆装：仪表台总成","RDDG320190000014375287","220.00","","2019/7/5 9:34:51"
"1750563","C2019420115130000871","42011513","北京现代ix35","1","3","中网拆装","RDFA320190000014456043","50.00","","2019/7/8 8:23:53"
"1750564","C2019530100380024322","53010038","上海大众波罗","0","1","右前门(全喷)","RDFA320190000014630267","228.00","","2019/7/29 17:29:50"
"1750565","C2019310101110022223","31010111","荣威RX5","1","2","引擎盖整形修复(中)","RDDG320190000014462501","280.00","","2019/7/24 14:16:42"
"1750566","C2019610100840018076","61010084","长安之星","0","1","前保险杠(全喷)","RDDG320190000014403114","270.00","","2019/7/1 14:40:05"
"1750567","C2019130111040002055","13011104","比亚迪F3","0","2","右前叶子板整形修复(小)","RDFA320190000014503969","150.00","","2019/7/13 14:51:02"
"1750568","C2019440119050006562","44011905","广州本田理念S1","1","1","左前叶子板(全喷)","RDDC320190000014435652","450.00","","2019/7/4 10:28:11"
"1750569","C2019620100820010924","62010082","一汽奥迪A3","1","1","前保险杠(全喷)","RDFA320190000014573564","955.50","","2019/7/23 18:23:21"
"1750570","C2019520103500000193","52010350","广州本田雅阁","0","2","行李箱盖整形修复(大)","RDFA320190000014445394","200.00","","2019/7/4 16:56:55"
"1751541","C2019520106040002677","52010604","东南DX7","0","3","转向机拆装","RDFA320190000014346620","200.00","","2019/7/1 14:45:44"
"1751542","C2019110100050001154","11011053","北京现代索纳塔","0","1","右前门(全喷)","RDDC320190000013771678","450.00","","2019/7/15 10:59:04"
"1751543","C2019330139000002533","33013900","东风日产阳光","0","1","左前叶子板(全喷)","RDDC320190000014598513","400.00","","2019/7/27 15:49:44"
"1751544","C2019370109040003116","37010904","宝骏6","1","1","左后门(全喷)","RDDC320190000014438429","250.00","","2019/7/8 14:50:47"
"1751545","C2019530100380023110","53010038","上海大众斯柯达明锐","1","3","水箱框架拆装","RDDG320190000014483603","200.00","","2019/7/18 11:57:51"
"1751546","C2019440114150009467","44011415","东风日产轩逸","1","3","前保险杠内杠拆装","RDDG320190000014517607","100.00","","2019/7/20 23:44:22"
"1751547","C2019520112100000680","52011210","长安欧尚","0","1","前保险杠(全喷)","RDFA320190000014528901","300.00","","2019/7/26 15:54:05"
"1751548","C2019330121000002248","33012300","广州本田雅阁","1","2","右后车门整形修复(小)","RDDG320190000014469607","100.00","","2019/7/16 13:35:26"
"1751549","C2019500101170014693","50010117","东风悦达起亚K3","0","3","中网拆装","RDFA320190000014510072","20.00","","2019/7/15 10:38:14"
"1751550","C2019330100450001460","33015484","北汽绅宝X25","0","3","前保险杠皮(上)拆装","RDFA320190000014566749","100.00","","2019/7/22 16:27:30"
"1751551","C2019120100720016995","12010072","长安福特蒙迪欧/致胜","1","3","右前车门壳拆装","RDFA320190000014564888","200.00","","2019/7/21 10:45:48"
"1751552","C2019420107030002441","42010703","比亚迪F3","0","1","左后门(全喷)","RDFA320190000014432484","350.00","","2019/7/10 9:28:04"
"1751553","C2019330113100015904","33011310","五菱之光/五菱扬光","1","1","引擎盖(全喷)","RDDG320190000014483108","315.00","","2019/7/16 14:07:16"
"1751554","C2019330200630013931","33020063","北京现代名图","1","1","右前门(全喷)","RDFA320190000014353553","400.00","","2019/7/17 16:52:23"
"1751555","C2019530111050007362","53011105","蒙迪欧","0","2","后围总成","RDFA320190000014603124","250.00","","2019/7/31 9:25:15"
"1751556","C2019440133050002965","44013305","上海通用别克君越","1","1","引擎盖(全喷)","RDDG320190000014535004","500.00","","2019/7/19 14:31:19"
"1751557","C2019330138380002452","33013838","雷诺风朗Fluence","0","1","前保险杠(全喷)","RDFA320190000014587404","350.00","","2019/7/29 11:32:45"
"1751558","C2019430117400000259","43011704","长安悦翔","1","3","冷凝器拆装","RDFA320190000014359388","100.00","","2019/7/1 11:15:55"
"1751559","C2019350100430007597","35010043","上海通用别克凯越","0","3","冷凝器拆装","RDDC320190000014538229","100.00","","2019/7/20 22:35:47"
"1737985","C2019140115240003026","14011524","一汽大众捷达","0","1","后围板喷漆","RDFA320190000014437671","50.00","","2019/7/8 17:47:32"
"1737986","C2019330120000004507","33012000","一汽奥迪A4","0","3","后保险杠皮拆装","RDDC320190000014512468","100.00","","2019/7/13 18:43:21"
"1737987","C2019110110530011950","11011053","比亚迪宋新能源","1","1","后保险杠(全喷)","RDDC320190000014543653","810.00","","2019/7/19 14:25:48"
"1737988","C2019319900310007843","31990031","上海大众途安","1","2","右后叶子板整形修复(小)","RDFA320190000014497418","100.00","","2019/7/11 16:58:03"
"1737989","C2019530124050001485","53012405","域胜007","0","2","右后车门整形修复(大)","RDFA320190000014589063","160.00","","2019/7/24 10:29:38"
"1737990","C2019530100050000599","53010038","长安金牛星","0","3","转向横拉杆拆装","RDDC320190000014535628","130.00","","2019/7/18 14:09:12"
"1737991","C2019330118040003345","33011804","上海大众波罗","0","2","左后叶子板整形修复(大)","RDDG320190000014525393","101.00","","2019/7/15 21:00:54"
"1737992","C2019350200230005008","35020023","东风本田炫威","1","3","后保险杠拆装(含附件)","RDDG320190000014464494","120.00","","2019/7/9 11:05:46"
"1737993","C2019410119090001903","41011909","上海大众波罗","1","1","右前叶子板(全喷)","RDFA320190000014636587","270.00","","2019/7/30 20:44:24"
"1737994","C2019450104180000733","45010418","广汽传祺GS4","1","1","左前纵梁喷漆","RDDG320190000014068104","120.00","","2019/7/22 14:16:57"
"1737995","C2019150104060007488","15010406","东风本田竞瑞","0","3","前保险杠缓冲器拆装","RDFA320190000014563782","40.00","","2019/7/22 10:54:29"
"1737996","C2019370118720000693","37011872","上海大众斯柯达柯迪亚克","1","5","右侧底大边喷漆","RDDG320190000014401190","400.00","","2019/7/8 17:41:59"
"1737997","C2019430117040001569","43010031","长安悦翔","1","1","后围板喷漆","RDFA320190000014448507","100.00","","2019/7/17 9:10:14"
"1737998","C2019530129050001441","53012905","长安金牛星","0","2","右前叶子板整形修复(大)","RDDG320190000014465992","100.00","","2019/7/9 18:08:29"
"1737999","C2019370106050004754","37010605","东风标致301","1","2","引擎盖整形修复(中)","RDDC320190000014458045","135.00","","2019/7/6 16:07:30"
"1738000","C2019220121200000280","22012120","东风风神S30","0","2","引擎盖整形修复(中)","RDDG320190000014285695","80.00","","2019/7/4 9:06:09"
"1738001","C2019440100710007366","44010071","北汽幻速H3F","0","3","右前叶子板拆装","RDDC320190000014457582","200.00","","2019/7/23 17:24:27"
"1738002","C2019320109080006217","32010908","奔腾B50","0","2","引擎盖整形修复(大)","RDDG320190000014495205","180.00","","2019/7/11 21:26:08"
"1738003","C2019530111050007071","53011106","伊兰特","1","2","后门壳（右）","RDFA320190000014566944","150.00","","2019/7/21 20:29:19"
"1738004","C2019440100710007720","44010071","广汽丰田凯美瑞","0","1","左前叶子板(全喷)","RDFA320190000014566655","400.00","","2019/7/25 20:38:44"
"1738005","C2019530113610000466","53011305","中华V5","0","2","后围整形修复(小)","RDDC320190000014610176","64.00","","2019/7/29 17:49:07"
"1738006","C2019330109300000831","33010930","长安福特福睿斯","0","3","右侧反光镜拆装","RDDG320190000014539547","100.00","","2019/7/18 10:15:53"
"1738007","C2019440119050007516","44011905","海马普力马H2","0","1","左侧底大边喷漆","RDDG320190000014608981","200.00","","2019/7/26 17:17:07"
"1738008","C2019530100380023830","53010038","五菱荣光","0","1","左后叶子板(全喷)","RDFA320190000014592662","320.00","","2019/7/24 16:45:15"
"1738009","C2019520112620000754","52011262","吉利帝豪GS","1","3","前保险杠内杠拆装","RDFA320190000014588956","100.00","","2019/7/25 15:05:21"
"1738010","C2019230100880001820","23010088","奥德赛","0","3","举升门玻璃","RDDG320190000014510883","100.00","","2019/7/17 18:16:12"
"1738011","C2019330117200002520","33011720","江淮瑞风","0","2","右前车门整形修复(大)","RDDG320190000014478670","250.00","","2019/7/10 18:35:27"
"1738012","C2019350127030000239","35012707","一汽丰田花冠/卡罗拉","0","1","后保险杠(半喷)","RDDC320190000014421660","150.00","","2019/7/2 15:50:37"
"1738013","C2019320110050001126","32011005","东风本田思域","0","2","右前叶子板整形修复(中)","RDDG320190000014398013","100.00","","2019/7/2 18:45:55"
"1738014","C2019220100510018635","22010051","一汽大众迈腾","1","3","冷凝器拆装","RDDG320190000014309940","50.00","","2019/7/22 12:56:33"
"1738015","C2019530112070004535","53011207","上海大众途观","1","3","前保险杠拆装(含附件)","RDDG320190000014406105","297.00","","2019/7/12 11:57:38"
"1738016","C2019630101000000596","63010100","凯路威Caravelle","0","1","后保险杠(全喷)","RDFA320190000014614592","380.00","","2019/7/27 18:17:39"
"1738017","C2019140109220007367","14010922","广州本田歌诗图","0","1","右后叶子板(全喷)","RDFA320190000014637989","250.00","","2019/7/30 17:57:50"
"1738018","C2019130116340002290","13011634","一汽大众宝来","0","1","右前叶子板(全喷)","RDFA320190000014596696","300.00","","2019/7/25 15:52:54"
"1738019","C2019420100280006210","42010028","广州本田雅阁","1","3","右前大灯拆装","RDFA320190000014596323","50.00","","2019/7/29 16:28:28"
"1738020","C2019350105160002546","35010516","斯威X7","0","1","前保险杠(全喷)","RDDG320190000014454603","100.00","","2019/7/7 9:38:22"
"1738021","C2019500101170014435","50010117","东风悦达起亚K2","0","3","后保险杠拆装(含附件)","RDFA320190000014476194","100.00","","2019/7/9 14:28:41"
"1738022","C2019650101140005364","65010114","哈弗H3","0","2","左前车门整形修复(小)","RDFA320190000014607557","120.00","","2019/7/29 15:21:53"
"1738023","C2019220100510018720","22010051","雷克萨斯NX系","0","1","后保险杠(全喷)","RDDG320190000014561489","475.00","","2019/7/20 17:41:58"
"1738024","C2019360125120000084","36012528","上海大众桑塔纳","0","2","引擎盖整形修复(中)","RDFA320190000014590793","100.00","","2019/7/24 17:42:41"
"1738025","C2019330117200002397","33011720","广汽丰田雷凌","0","2","右后车门整形修复(中)","RDDC320190000014430615","150.00","","2019/7/2 18:55:12"
"1738026","C2019230112360010674","23011236","探险家","0","1","右前叶子板(全喷)","RDDG320190000014501278","450.00","","2019/7/13 11:16:41"
"1738027","C2019500101170014189","50010117","哈弗H8","0","1","右后叶子板(全喷)","RDDC320190000014449479","400.00","","2019/7/5 11:07:36"
"1738028","C2019370114240001034","37011424","上海大众朗逸","0","3","副驾驶员座椅拆装","RDFA320190000014618610","100.00","","2019/7/28 16:49:33"
"1738029","C2019450109010000101","45010930","长安致尚/逸动XT","0","1","左前门(全喷)","RDFA320190000014367719","220.00","","2019/7/1 11:00:52"
"1738030","C2019610100840020707","61010084","上海大众帕萨特","1","2","右前立柱/A柱整形修复(小)","RDFA320190000014623830","50.00","","2019/7/30 10:02:14"
"1739067","C2019610100840019064","61010084","东风标致3008","1","3","后保险杠拆装(含附件)","RDDG320190000014491189","150.00","","2019/7/16 14:59:41"
"1739068","C2019330139260001239","33013926","东风日产骊威","1","3","前保险杠拆装(含附件)","RDDG320190000014415329","150.00","","2019/7/12 13:19:11"
"1739069","C2019150105050003706","15010505","一汽大众迈腾","1","3","后保险杠拆装(含附件)","RDFA320190000014547903","80.00","","2019/7/22 14:52:02"
"1739070","C2019220100510017240","22010051","东风日产逍客","1","3","左前大灯拆装","RDDG320190000014393931","50.00","","2019/7/1 10:40:26"
"1739071","C2019440161040001372","44016104","上海通用雪佛兰科鲁兹","0","3","气囊游丝拆装","RDDG320190000014001781","65.00","","2019/7/23 18:14:36"
"1739072","C2019630115040004602","63010100","雷诺卡缤Captur","0","1","前保险杠(全喷)","RDFA320190000014565449","350.00","","2019/7/22 12:07:59"
